data_year,state_name,total_agencies,participation_agencies,participating_agencies_pct,nibrs_participating_agencies,nibrs_participating_agencies,covered_agencies,covered_pct,total_population,nibrs_population
1990,District of Columbia,1,1,1.00,0,0,0,0,606900,0
1982,District of Columbia,1,1,1.00,0,0,0,0,631000,0
1997,Kansas,378,2,0.01,0,0,0,0,2596039,0
2013,Kansas,441,364,0.83,358,0.98,1,0.00,2982300,2270633
1971,Arizona,61,50,0.82,0,0,0,0,1862947,0
2014,Florida,791,591,0.75,0,0,0,0,20007473,0
2019,Illinois,1071,761,0.71,2,0.00,1,0.00,12743596,146192
1961,Louisiana,152,103,0.68,0,0,1,0.01,3394657,0
2016,Oklahoma,447,369,0.83,299,0.81,0,0,3961828,1803091
2015,South Carolina,552,445,0.81,445,1.00,0,0,4919429,4881225
1962,Mississippi,145,78,0.54,0,0,0,0,2252189,0
1997,Washington,267,230,0.86,0,0,0,0,5620355,0
2013,Michigan,815,615,0.75,606,0.99,1,0.00,10384874,9757505
2005,Colorado,274,208,0.76,154,0.74,0,0,4702789,3481816
2006,Guam,1,0,0,0,0,0,0,0,0
1972,Connecticut,100,76,0.76,0,0,0,0,3215454,0
1969,Mississippi,145,82,0.57,0,0,0,0,2365111,0
1984,Illinois,893,665,0.74,0,0,0,0,11612480,0
1974,Utah,77,56,0.73,0,0,0,0,1222877,0
1967,Colorado,117,99,0.85,0,0,0,0,2037441,0
1998,New Mexico,117,78,0.67,0,0,0,0,1751920,0
2010,Massachusetts,417,365,0.88,299,0.82,0,0,6559003,5517468
2019,Florida,759,678,0.89,0,0,0,0,21621980,0
1970,Texas,582,381,0.65,0,0,0,0,11455027,0
2011,Florida,769,678,0.88,0,0,0,0,19173658,0
2014,North Dakota,137,112,0.82,107,0.96,0,0,764102,738176
1976,South Dakota,101,84,0.83,0,0,0,0,693672,0
2010,Nebraska,325,229,0.70,63,0.28,1,0.00,1891354,617848
2011,Alabama,444,378,0.85,17,0.04,0,0,4815348,267466
1962,Minnesota,216,208,0.96,0,0,0,0,3488592,0
1983,New Mexico,122,73,0.60,0,0,0,0,1404645,0
1970,Oklahoma,173,126,0.73,0,0,0,0,2612879,0
2018,Nevada,73,64,0.88,0,0,0,0,3040690,0
1983,Pennsylvania,1344,1157,0.86,0,0,0,0,12106312,0
2014,Vermont,99,91,0.92,91,1.00,0,0,635974,626306
1960,Oregon,93,87,0.94,0,0,0,0,1764906,0
2017,Idaho,141,112,0.79,108,0.96,1,0.01,1779810,1716943
1984,Minnesota,297,287,0.97,0,0,0,0,4175935,0
1965,Washington,119,106,0.89,0,0,0,0,3111906,0
2006,California,766,727,0.95,0,0,0,0,36572532,0
2010,Alabama,443,365,0.82,17,0.05,0,0,4792630,327925
2010,Canal Zone,0,0,0,0,0,0,0,0,0
2003,West Virginia,448,404,0.90,398,0.99,1,0.00,1822836,1752405
2000,Vermont,85,66,0.78,43,0.65,0,0,617492,476277
1980,Oklahoma,325,291,0.90,0,0,0,0,3023007,0
1976,Connecticut,102,71,0.70,0,0,0,0,3232032,0
1999,Louisiana,250,197,0.79,0,0,0,0,4422198,0
1999,Washington,276,235,0.85,0,0,0,0,5772925,0
2007,Vermont,90,82,0.91,82,1.00,0,0,631049,614721
1979,Arizona,113,112,0.99,0,0,0,0,2458127,0
1971,Alaska,17,16,0.94,0,0,0,0,313000,0
2022,New York,901,556,0.62,149,0.27,2,0.00,21653241,4587827
2008,Illinois,949,223,0.23,1,0.00,0,0,12973710,157262
1967,Delaware,17,13,0.76,0,0,0,0,532973,0
1968,District of Columbia,1,1,1.00,0,0,0,0,809000,0
1992,Kentucky,549,522,0.95,0,0,0,0,3773313,0
1972,Kansas,210,189,0.90,0,0,1,0.01,2278171,0
2022,Georgia,804,456,0.57,454,1.00,1,0.00,11162061,9959008
2016,Florida,758,668,0.88,0,0,0,0,20750677,0
1966,Kansas,200,183,0.92,0,0,0,0,2255467,0
2014,Kentucky,515,401,0.78,401,1.00,50,0.12,4450843,4387495
1984,Kentucky,495,460,0.93,0,0,1,0.00,3754759,0
2003,North Dakota,118,68,0.58,65,0.96,0,0,650626,495315
2015,Nebraska,330,235,0.71,85,0.36,1,0.00,1969182,792532
2015,Guam,1,1,1.00,0,0,0,0,0,0
2011,Michigan,810,619,0.76,608,0.98,2,0.00,10359533,9739733
1996,Kansas,373,2,0.01,0,0,0,0,2573031,0
1986,New Jersey,613,519,0.85,0,0,1,0.00,7634094,0
2020,Minnesota,494,416,0.84,401,0.96,3,0.01,5997061,5586161
2008,Nebraska,325,233,0.72,62,0.27,0,0,1855988,585180
2000,Nebraska,321,248,0.77,8,0.03,0,0,1776031,159352
1973,Missouri,286,198,0.69,0,0,1,0.01,4836629,0
2014,Minnesota,384,332,0.86,0,0,0,0,5688135,0
2020,Wisconsin,487,434,0.89,311,0.72,0,0,5943228,5222254
1993,Alabama,401,263,0.66,0,0,0,0,4260591,0
1976,Indiana,338,290,0.86,0,0,0,0,5314810,0
1962,Arizona,45,42,0.93,0,0,0,0,1514938,0
1984,North Carolina,696,410,0.59,0,0,0,0,6170971,0
1969,Nevada,29,22,0.76,0,0,0,0,461472,0
1988,Arkansas,219,189,0.86,0,0,0,0,2476263,0
1988,Ohio,592,421,0.71,0,0,0,0,11172374,0
1960,Arizona,44,40,0.91,0,0,0,0,1306352,0
2005,Arkansas,284,244,0.86,207,0.85,1,0.00,2808844,1892342
1973,Montana,94,74,0.79,0,0,0,0,729029,0
2015,Maine,207,184,0.89,21,0.11,1,0.01,1375892,328091
1963,Indiana,227,220,0.97,0,0,0,0,4700179,0
1994,District of Columbia,1,1,1.00,0,0,0,0,570000,0
2011,Indiana,374,310,0.83,0,0,0,0,6528075,0
1960,Canal Zone,1,0,0,0,0,0,0,42122,0
2017,North Carolina,596,392,0.66,0,0,0,0,10307682,0
1985,Arkansas,224,195,0.87,0,0,1,0.01,2402908,0
1962,Nevada,28,26,0.93,0,0,0,0,335008,0
1984,Canal Zone,0,0,0,0,0,0,0,0,0
1965,Canal Zone,1,0,0,0,0,0,0,42964,0
1979,Idaho,113,102,0.90,0,0,0,0,924370,0
1967,New Hampshire,59,44,0.75,0,0,0,0,686000,0
1960,North Carolina,208,185,0.89,0,0,0,0,4541781,0
1989,Michigan,777,651,0.84,0,0,0,0,9501079,0
2021,Rhode Island,50,47,0.94,47,1.00,0,0,1102387,1094546
1972,Nevada,30,23,0.77,0,0,0,0,531209,0
1988,West Virginia,369,297,0.80,0,0,0,0,1931914,0
2017,Nebraska,331,237,0.72,90,0.38,0,0,1987973,860808
2011,Maine,186,168,0.90,17,0.10,0,0,1370501,275528
2012,Oregon,288,165,0.57,68,0.41,0,0,3961014,1216129
1980,Missouri,307,229,0.75,0,0,0,0,4979528,0
1975,Montana,97,79,0.81,0,0,0,0,761305,0
1960,Idaho,76,75,0.99,0,0,0,0,658805,0
1971,New Jersey,484,450,0.93,0,0,0,0,7334832,0
1996,Wisconsin,362,337,0.93,0,0,0,0,5232527,0
2020,Arizona,146,110,0.75,29,0.26,0,0,7428216,1999503
1975,Pennsylvania,1130,1013,0.90,0,0,2,0.00,11883765,0
2006,Vermont,90,83,0.92,82,0.99,0,0,633732,617297
2008,Missouri,675,630,0.93,3,0.00,1,0.00,5950049,26270
2005,Maine,183,150,0.82,7,0.05,0,0,1365098,94259
1973,Kentucky,436,428,0.98,0,0,0,0,3347082,0
2004,Florida,702,591,0.84,0,0,0,0,17489500,0
1972,Utah,77,56,0.73,0,0,0,0,1183443,0
1986,Florida,743,706,0.95,0,0,0,0,11703727,0
1982,Louisiana,184,133,0.72,0,0,0,0,4379987,0
1962,Louisiana,152,100,0.66,0,0,0,0,3480589,0
1964,Kansas,199,185,0.93,0,0,0,0,2241894,0
2019,South Dakota,185,130,0.70,122,0.94,0,0,924753,849513
1969,Indiana,320,201,0.63,0,0,0,0,5128416,0
1969,South Carolina,118,66,0.56,0,0,0,0,2751758,0
1989,Connecticut,116,100,0.86,0,0,0,0,3324648,0
2001,North Dakota,116,75,0.65,72,0.96,0,0,649488,509045
2016,Washington,314,262,0.83,232,0.89,1,0.00,7331183,6731788
2019,North Carolina,599,387,0.65,386,1.00,0,0,10521969,9455703
1974,Massachusetts,278,198,0.71,0,0,0,0,5821531,0
1962,Oklahoma,171,146,0.85,0,0,2,0.01,2476753,0
1980,Michigan,747,647,0.87,0,0,0,0,9380358,0
1979,Wisconsin,278,268,0.96,0,0,0,0,4744155,0
2020,Utah,183,131,0.72,116,0.89,1,0.01,3428658,3126828
1974,Nebraska,224,205,0.92,0,0,0,0,1559644,0
1999,South Carolina,487,392,0.80,392,1.00,0,0,3912894,3882700
2000,Arizona,110,99,0.90,0,0,0,0,5142271,0
2016,Mississippi,251,90,0.36,4,0.04,0,0,2990046,181949
2000,Iowa,244,218,0.89,218,1.00,1,0.00,2950043,2840965
2009,Alaska,47,36,0.77,0,0,0,0,698901,0
1980,Florida,727,693,0.95,0,0,0,0,9633870,0
2020,California,800,732,0.92,0,0,1,0.00,39549090,0
1990,Connecticut,116,100,0.86,0,0,0,0,3366867,0
1990,Puerto Rico,1,0,0,0,0,0,0,0,0
1979,Washington,164,147,0.90,0,0,0,0,3944213,0
1973,Delaware,45,41,0.91,0,0,0,0,576000,0
1981,Florida,728,691,0.95,0,0,2,0.00,10242064,0
1979,Oklahoma,319,292,0.92,0,0,0,0,2911745,0
1964,Arizona,47,41,0.87,0,0,0,0,1595225,0
2010,New Mexico,131,107,0.82,0,0,0,0,2062883,0
1969,New Mexico,74,66,0.89,0,0,0,0,1045436,0
1982,Guam,1,0,0,0,0,0,0,86926,0
2022,Vermont,103,86,0.83,86,1.00,2,0.02,672094,647064
1998,Texas,996,931,0.93,15,0.02,0,0,19849163,357133
1962,North Dakota,68,65,0.96,0,0,0,0,642013,0
1983,Connecticut,114,100,0.88,0,0,0,0,3205164,0
1979,Alaska,28,25,0.89,0,0,0,0,445294,0
1996,Nevada,38,34,0.89,0,0,0,0,1609339,0
1997,Illinois,947,6,0.01,1,0.17,0,0,12016058,145018
2022,South Carolina,544,462,0.85,462,1.00,0,0,5302673,5271145
2000,Oklahoma,367,302,0.82,0,0,0,0,3498712,0
2004,South Carolina,531,491,0.92,489,1.00,0,0,4218132,4196056
1972,New Hampshire,76,55,0.72,0,0,0,0,771000,0
2021,Wisconsin,487,357,0.73,357,1.00,0,0,6005453,5618311
1981,Missouri,308,237,0.77,0,0,0,0,5009973,0
2017,New Mexico,144,121,0.84,0,0,0,0,2093574,0
1975,Mississippi,185,125,0.68,0,0,0,0,2349272,0
1994,New Mexico,111,66,0.59,0,0,0,0,1676440,0
2021,Mississippi,280,141,0.50,141,1.00,0,0,2953021,1730067
1987,Nevada,36,24,0.67,0,0,0,0,1011971,0
2018,Iowa,277,241,0.87,241,1.00,0,0,3189115,3130078
1971,Michigan,554,531,0.96,0,0,0,0,8997000,0
1976,Tennessee,245,170,0.69,0,0,0,0,4226212,0
2001,Pennsylvania,1500,852,0.57,0,0,0,0,12815044,0
2005,New Mexico,119,83,0.70,0,0,1,0.01,1947879,0
1960,Rhode Island,34,25,0.74,0,0,0,0,926143,0
1978,South Dakota,102,79,0.77,0,0,0,0,698461,0
1986,Pennsylvania,1372,1147,0.84,0,0,2,0.00,12211542,0
2021,Washington,317,251,0.79,251,1.00,0,0,7786968,7705104
1982,Vermont,49,9,0.18,0,0,0,0,519791,0
1985,New York,1032,784,0.76,0,0,0,0,19028076,0
1993,Louisiana,188,136,0.72,0,0,0,0,4319452,0
2013,New York,862,571,0.66,0,0,1,0.00,21600460,0
2001,South Dakota,135,85,0.63,68,0.80,0,0,767707,292455
1996,Michigan,786,565,0.72,400,0.71,0,0,9839317,4985956
1997,Wisconsin,367,341,0.93,0,0,0,0,5239946,0
1974,New Hampshire,77,60,0.78,0,0,0,0,808000,0
1986,Oregon,280,252,0.90,0,0,0,0,2716601,0
2003,Rhode Island,49,48,0.98,0,0,0,0,1082476,0
2019,Maryland,199,153,0.77,2,0.01,0,0,6246442,1733463
1990,Alabama,395,254,0.64,0,0,0,0,4114708,0
2009,Massachusetts,422,360,0.85,295,0.82,0,0,6604959,5549128
1971,New York,443,361,0.81,0,0,0,0,19427177,0
2013,California,779,735,0.94,0,0,0,0,38498377,0
1995,Wyoming,78,67,0.86,0,0,0,0,484452,0
1965,New Hampshire,56,43,0.77,0,0,0,0,644015,0
1992,Nevada,36,26,0.72,0,0,0,0,1332251,0
1988,North Carolina,702,409,0.58,0,0,0,0,6551413,0
2010,North Dakota,133,102,0.77,98,0.96,0,0,691502,659788
1968,Rhode Island,40,31,0.78,0,0,0,0,935799,0
2017,West Virginia,469,259,0.55,259,1.00,0,0,1828664,1650246
2006,Indiana,364,299,0.82,0,0,0,0,6325730,0
1963,Rhode Island,34,31,0.91,0,0,0,0,902100,0
2013,South Dakota,184,124,0.67,116,0.94,0,0,881153,782947
2013,North Carolina,589,417,0.71,0,0,0,0,9888625,0
2002,Alaska,44,33,0.75,0,0,0,0,643893,0
2020,Colorado,300,232,0.77,230,0.99,0,0,5867786,5776551
1975,North Dakota,73,61,0.84,0,0,0,0,637960,0
2004,Nebraska,324,243,0.75,56,0.23,0,0,1809146,531711
2008,Canal Zone,0,0,0,0,0,0,0,0,0
1991,South Carolina,378,324,0.86,320,0.99,5,0.02,3617018,3555670
2009,Arizona,134,117,0.87,3,0.03,0,0,6609085,328252
1978,North Dakota,82,77,0.94,0,0,0,0,655128,0
1978,Arkansas,199,187,0.94,0,0,0,0,2186000,0
1997,Maryland,178,146,0.82,0,0,0,0,5240988,0
2017,Virginia,456,415,0.91,415,1.00,0,0,8478323,8467744
2011,New York,861,580,0.67,0,0,0,0,21413705,0
2006,Georgia,757,501,0.66,0,0,1,0.00,9414191,0
1960,North Dakota,68,68,1.00,0,0,0,0,632446,0
1996,South Carolina,386,334,0.87,334,1.00,2,0.01,3755337,3695051
1986,Montana,119,80,0.67,0,0,0,0,895401,0
1982,Missouri,309,237,0.77,0,0,1,0.00,5034639,0
1996,Hawaii,14,5,0.36,0,0,0,0,1238524,0
1984,Massachusetts,423,285,0.67,0,0,0,0,5814655,0
2000,Massachusetts,431,326,0.76,187,0.57,0,0,6365273,3131851
1963,Utah,69,57,0.83,0,0,0,0,1012147,0
1968,Illinois,454,370,0.81,0,0,1,0.00,11051444,0
2022,Wyoming,85,50,0.59,50,1.00,0,0,593436,453931
2020,Oregon,242,215,0.89,209,0.97,0,0,4269217,4002889
1996,Puerto Rico,1,0,0,0,0,0,0,0,0
1980,Alaska,30,27,0.90,0,0,0,0,438869,0
1963,Wisconsin,205,192,0.94,0,0,0,0,4129658,0
1976,Iowa,221,216,0.98,0,0,0,0,2876611,0
2010,North Carolina,587,426,0.73,0,0,0,0,9580821,0
1967,Nebraska,139,115,0.83,0,0,0,0,1438433,0
2010,New Hampshire,234,159,0.68,159,1.00,2,0.01,1365725,1200030
1967,Texas,571,400,0.70,0,0,1,0.00,11132175,0
1993,Vermont,81,25,0.31,14,0.56,0,0,584646,29437
2018,Missouri,711,591,0.83,41,0.07,15,0.03,6211446,1189218
1960,Maryland,67,43,0.64,0,0,0,0,3172495,0
1990,South Dakota,111,83,0.75,0,0,0,0,704888,0
1973,Texas,620,454,0.73,0,0,1,0.00,12060860,0
2004,Arkansas,280,243,0.87,196,0.81,2,0.01,2781633,1848510
2022,New Mexico,147,96,0.65,95,0.99,0,0,2117703,1813146
2022,Texas,1320,1063,0.81,1063,1.00,0,0,30095062,29643845
1984,Maryland,182,154,0.85,0,0,2,0.01,4438521,0
2008,North Dakota,124,90,0.73,84,0.93,0,0,658883,605266
2002,New Jersey,618,518,0.84,0,0,0,0,8638252,0
2015,Montana,137,109,0.80,103,0.94,1,0.01,1099717,1026615
1979,Oregon,232,215,0.93,0,0,0,0,2533278,0
1967,Hawaii,14,7,0.50,0,0,0,0,744571,0
1976,Wyoming,52,42,0.81,0,0,0,0,401074,0
1993,Delaware,63,51,0.81,0,0,0,0,719130,0
1964,Kentucky,209,159,0.76,0,0,0,0,3159131,0
2018,Arkansas,339,292,0.86,292,1.00,0,0,3031153,2937499
1994,Texas,953,897,0.94,0,0,0,0,18487463,0
2002,Vermont,85,69,0.81,56,0.81,0,0,625369,526361
1973,Mississippi,179,136,0.76,0,0,0,0,2285525,0
1972,California,541,501,0.93,0,0,0,0,20732725,0
1969,Washington,126,113,0.90,0,0,0,0,3425507,0
1982,South Dakota,102,60,0.59,0,0,0,0,703588,0
1993,Georgia,724,525,0.73,0,0,0,0,6971848,0
1967,Virginia,182,126,0.69,0,0,0,0,4581734,0
2012,Michigan,814,624,0.77,613,0.98,2,0.00,10366035,9756941
2007,Missouri,667,621,0.93,2,0.00,9,0.01,5918287,18925
1966,Michigan,293,260,0.89,0,0,0,0,8396892,0
2019,Wisconsin,484,434,0.90,233,0.54,0,0,5933340,4455119
1990,Pennsylvania,1392,1109,0.80,0,0,0,0,12268767,0
2008,Minnesota,370,328,0.89,0,0,0,0,5414468,0
1987,Idaho,118,99,0.84,0,0,0,0,1028254,0
1990,Utah,136,107,0.79,0,0,1,0.01,1782310,0
2022,North Carolina,600,407,0.68,407,1.00,0,0,10740252,10235931
2019,Arizona,149,114,0.77,11,0.10,0,0,7299940,588483
2017,Alaska,50,32,0.64,0,0,0,0,744849,0
1976,Illinois,819,656,0.80,0,0,0,0,11274849,0
2018,Georgia,794,536,0.68,48,0.09,2,0.00,10798647,1923566
2014,Washington,312,263,0.84,218,0.83,0,0,7106083,5284057
2018,Kansas,472,370,0.78,363,0.98,0,0,3005652,2129021
1980,Oregon,268,247,0.92,0,0,0,0,2616164,0
1991,New Jersey,618,522,0.84,0,0,1,0.00,7793921,0
1980,Nebraska,229,184,0.80,0,0,0,0,1592114,0
1967,Alaska,8,7,0.88,0,0,0,0,272000,0
2011,Arkansas,302,263,0.87,263,1.00,1,0.00,2963414,2871257
2001,Montana,122,55,0.45,0,0,0,0,976899,0
1992,Wisconsin,329,316,0.96,0,0,0,0,5029240,0
1986,Utah,146,113,0.77,0,0,1,0.01,1716434,0
2010,Vermont,95,85,0.89,85,1.00,0,0,635311,617320
2013,Wisconsin,435,395,0.91,94,0.24,0,0,5844023,2327066
1966,Nevada,28,24,0.86,0,0,0,0,465070,0
1995,Tennessee,292,179,0.61,0,0,0,0,5271622,0
1979,Michigan,739,651,0.88,0,0,0,0,9350656,0
1967,Washington,122,110,0.90,0,0,1,0.01,3108913,0
1984,South Carolina,316,210,0.66,0,0,0,0,3361430,0
2009,Minnesota,372,328,0.88,0,0,0,0,5461876,0
1967,Pennsylvania,664,488,0.73,0,0,2,0.00,11786016,0
1972,North Dakota,71,57,0.80,0,0,0,0,632000,0
1988,Canal Zone,0,0,0,0,0,0,0,0,0
1973,Guam,1,1,1.00,0,0,0,0,86926,0
2016,Utah,179,135,0.75,71,0.53,0,0,3260682,2322841
1961,Maine,71,64,0.90,0,0,0,0,971919,0
1987,South Dakota,103,55,0.53,0,0,0,0,723988,0
1983,Illinois,890,660,0.74,0,0,0,0,11588790,0
1976,Vermont,49,23,0.47,0,0,0,0,476000,0
1992,Missouri,323,248,0.77,0,0,1,0.00,5266786,0
1994,Michigan,786,621,0.79,2,0.00,0,0,9740756,52281
1991,Rhode Island,53,44,0.83,0,0,0,0,1009463,0
2013,Maryland,183,154,0.84,0,0,0,0,6114548,0
1973,West Virginia,259,249,0.96,0,0,0,0,1794000,0
1972,Louisiana,153,84,0.55,0,0,0,0,3967309,0
2009,Ohio,847,654,0.77,492,0.75,1,0.00,11775714,7844837
2002,North Carolina,572,443,0.77,0,0,0,0,8347250,0
1993,Indiana,345,243,0.70,0,0,0,0,5726735,0
2020,Alabama,480,367,0.76,211,0.57,0,0,4940622,1991902
1969,Iowa,205,175,0.85,0,0,0,0,2794921,0
1998,Montana,121,54,0.45,0,0,0,0,952396,0
2020,Maryland,199,152,0.76,3,0.02,0,0,6255845,1792745
1978,West Virginia,289,284,0.98,0,0,0,0,1860000,0
2009,Illinois,956,283,0.30,1,0.00,0,0,12965589,157943
2000,Arkansas,233,196,0.84,2,0.01,0,0,2737887,45193
1997,Hawaii,14,4,0.29,0,0,0,0,1241657,0
1994,Alabama,401,264,0.66,0,0,0,0,4293105,0
1988,Utah,133,108,0.81,0,0,1,0.01,1750459,0
2004,North Carolina,573,445,0.78,0,0,0,0,8568209,0
1984,New Jersey,611,522,0.85,0,0,0,0,7518447,0
1972,Delaware,41,34,0.83,0,0,0,0,565000,0
1990,Ohio,593,413,0.70,0,0,0,0,11145651,0
1961,North Carolina,208,168,0.81,0,0,0,0,4541781,0
1991,New York,1036,768,0.74,0,0,0,0,19643856,0
1963,New York,360,303,0.84,0,0,1,0.00,18527461,0
1989,Wisconsin,297,285,0.96,0,0,0,0,4895544,0
2021,Pennsylvania,1897,214,0.11,124,0.58,3,0.01,13931714,5018631
1990,Louisiana,186,106,0.57,0,0,0,0,4243959,0
1975,Massachusetts,284,212,0.75,0,0,0,0,5849444,0
1966,Indiana,320,207,0.65,0,0,0,0,4927252,0
2006,Minnesota,369,311,0.84,0,0,1,0.00,5294340,0
2006,Nebraska,325,235,0.72,59,0.25,0,0,1830752,556270
1989,Virginia,417,399,0.96,0,0,1,0.00,6105035,0
2017,American Samoa,1,0,0,0,0,0,0,0,0
1976,New Hampshire,78,56,0.72,0,0,0,0,822000,0
1968,Vermont,43,29,0.67,0,0,0,0,422000,0
1965,Pennsylvania,661,511,0.77,0,0,0,0,11592183,0
1964,Virginia,173,132,0.76,0,0,0,0,4432857,0
1973,Idaho,92,77,0.84,0,0,0,0,787509,0
2003,Kansas,418,345,0.83,340,0.99,0,0,2794304,2112142
1975,South Carolina,304,185,0.61,0,0,0,0,2846250,0
1994,Mississippi,219,108,0.49,0,0,0,0,2688533,0
2022,California,897,817,0.91,559,0.68,0,0,39206225,20450698
2018,Tennessee,578,463,0.80,463,1.00,3,0.01,6791112,6770010
1974,Minnesota,269,260,0.97,0,0,0,0,3922805,0
1976,Washington,154,140,0.91,0,0,0,0,3629686,0
1985,Washington,221,175,0.79,0,0,0,0,4412910,0
2015,Florida,759,673,0.89,0,0,0,0,20388277,0
1989,Washington,218,172,0.79,0,0,0,0,4768628,0
1982,Texas,806,753,0.93,0,0,0,0,15451085,0
2005,Wisconsin,400,358,0.90,5,0.01,0,0,5621216,695479
2011,South Dakota,184,124,0.67,115,0.93,3,0.02,857332,746684
1966,West Virginia,122,48,0.39,0,0,0,0,1798200,0
2018,Montana,138,108,0.78,102,0.94,0,0,1121837,1061101
1981,Texas,787,747,0.95,0,0,0,0,14893468,0
1982,Pennsylvania,1329,1150,0.87,0,0,14,0.01,12090006,0
2001,Connecticut,118,100,0.85,50,0.50,0,0,3505041,1216287
1961,Oklahoma,171,154,0.90,0,0,2,0.01,2352624,0
2017,Colorado,298,224,0.75,222,0.99,0,0,5662274,5585137
1995,Kansas,373,2,0.01,0,0,0,0,2566030,0
1993,California,832,742,0.89,0,0,0,0,31453274,0
1991,Alaska,35,27,0.77,0,0,0,0,570000,0
2012,New Hampshire,234,168,0.72,168,1.00,1,0.01,1359194,1253559
2010,Iowa,254,225,0.89,225,1.00,0,0,3072601,2985020
2021,Alaska,50,31,0.62,31,1.00,0,0,737794,410910
2021,District of Columbia,3,2,0.67,2,1.00,0,0,670050,670050
2018,Guam,3,0,0,0,0,0,0,0,0
1983,Ohio,583,452,0.78,0,0,0,0,10971041,0
1986,Guam,1,0,0,0,0,0,0,0,0
1990,Oklahoma,341,279,0.82,0,0,0,0,3190024,0
2001,West Virginia,387,298,0.77,292,0.98,1,0.00,1813493,1727215
1995,Delaware,62,48,0.77,0,0,0,0,736565,0
2013,Massachusetts,418,360,0.86,306,0.85,0,0,6704173,5824885
2005,Texas,1064,1001,0.94,32,0.03,0,0,22931222,2253968
1999,Virginia,438,406,0.93,366,0.90,2,0.00,6881126,4640370
1966,Washington,120,110,0.92,0,0,0,0,3133723,0
1987,Louisiana,186,118,0.63,0,0,0,0,4487402,0
1985,New Jersey,611,517,0.85,0,0,0,0,7568785,0
2014,Canal Zone,0,0,0,0,0,0,0,0,0
1971,Montana,93,75,0.81,0,0,0,0,714117,0
1996,West Virginia,371,298,0.80,0,0,0,0,1865962,0
1977,Colorado,211,195,0.92,0,0,0,0,2636753,0
2013,Kentucky,509,398,0.78,397,1.00,0,0,4430595,4343669
1981,Hawaii,17,8,0.47,0,0,0,0,1026095,0
1982,Montana,111,82,0.74,0,0,0,0,870804,0
1967,Minnesota,223,206,0.92,0,0,3,0.01,3616375,0
2009,Missouri,676,625,0.92,6,0.01,5,0.01,6031658,116130
1999,Alaska,41,28,0.68,0,0,0,0,619000,0
1996,Massachusetts,421,301,0.71,96,0.32,0,0,6119184,1717430
1974,Washington,144,118,0.82,0,0,0,0,3494385,0
1961,New York,347,294,0.85,0,0,0,0,17517636,0
1998,New Jersey,619,520,0.84,0,0,0,0,8159326,0
1972,Wisconsin,240,232,0.97,0,0,0,0,4525092,0
2013,Washington,308,266,0.86,218,0.82,0,0,7011381,5094887
1980,Kentucky,483,468,0.97,0,0,1,0.00,3653024,0
1969,District of Columbia,1,1,1.00,0,0,0,0,798000,0
1978,North Carolina,656,418,0.64,0,0,0,0,5581116,0
1970,Alaska,9,9,1.00,0,0,0,0,302173,0
1961,North Dakota,68,65,0.96,0,0,0,0,632446,0
2016,Wyoming,83,55,0.66,0,0,0,0,595148,0
2000,Alabama,417,218,0.52,0,0,0,0,4488050,0
2022,Utah,185,135,0.73,135,1.00,0,0,3505065,3325856
1992,Illinois,845,681,0.81,1,0.00,0,0,11736479,141868
1980,Delaware,56,53,0.95,0,0,0,0,594779,0
1972,Oklahoma,185,133,0.72,0,0,0,0,2691025,0
2021,Oregon,243,216,0.89,216,1.00,1,0.00,4250019,4229040
2001,Wyoming,79,65,0.82,0,0,0,0,499886,0
1987,Guam,1,0,0,0,0,0,0,0,0
1999,New Mexico,118,84,0.71,0,0,0,0,1754684,0
1974,California,563,509,0.90,0,0,0,0,21158834,0
2007,Ohio,795,616,0.77,446,0.72,1,0.00,11686891,7167043
1961,South Carolina,120,89,0.74,0,0,1,0.01,2419593,0
1971,Idaho,82,74,0.90,0,0,0,0,736293,0
1977,Vermont,49,22,0.45,0,0,0,0,483000,0
1981,Louisiana,182,148,0.81,0,0,1,0.01,4322753,0
1966,Missouri,265,193,0.73,0,0,0,0,4618439,0
1990,Illinois,827,686,0.83,0,0,0,0,11549939,0
1966,Puerto Rico,1,1,1.00,0,0,0,0,2657000,0
2020,Massachusetts,446,374,0.84,348,0.93,0,0,6902954,6832243
2003,Oregon,279,158,0.57,34,0.22,0,0,3604250,700417
2017,Washington,314,259,0.82,229,0.88,0,0,7451235,6847558
1988,Illinois,816,679,0.83,0,0,0,0,11667531,0
2006,Virginia,438,403,0.92,403,1.00,0,0,7647723,7623071
2017,Indiana,395,271,0.69,109,0.40,0,0,6677713,339392
1998,Pennsylvania,1473,1015,0.69,0,0,0,0,12432055,0
2011,West Virginia,466,290,0.62,290,1.00,0,0,1868831,1714664
1985,Nevada,36,27,0.75,0,0,0,0,941497,0
1995,New Mexico,111,74,0.67,0,0,0,0,1709085,0
1984,New Mexico,122,75,0.61,0,0,0,0,1436880,0
1990,West Virginia,371,298,0.80,0,0,1,0.00,1834076,0
2016,Kentucky,521,430,0.83,430,1.00,63,0.15,4478739,4436974
2018,Massachusetts,446,369,0.83,317,0.86,0,0,6913325,6029812
2019,Nebraska,333,239,0.72,120,0.50,0,0,2004095,1031510
1995,Connecticut,116,99,0.85,0,0,0,0,3356858,0
1974,Delaware,45,40,0.89,0,0,1,0.03,573889,0
2018,Illinois,1071,770,0.72,1,0.00,1,0.00,12810671,146198
1963,Idaho,76,73,0.96,0,0,0,0,717188,0
